event_id,year,state,county_fips,county_name,event_type,wind_speed_mph,hail_size_inches,flood_depth_feet,storm_duration_hours,property_damage_usd
NOAA20002203301,2000,LA,22033,East Baton Rouge,Flash Flood,92.1,0.0,1.93,9.7,22543
NOAA20002203302,2000,LA,22033,East Baton Rouge,Flash Flood,77.4,0.0,1.35,8.1,252001
NOAA20002203303,2000,LA,22033,East Baton Rouge,Hurricane (Typhoon),80.6,0.0,1.95,5.6,74322
NOAA20002203304,2000,LA,22033,East Baton Rouge,Thunderstorm Wind,103.5,0.0,0.0,5.3,2889
NOAA20002203305,2000,LA,22033,East Baton Rouge,Flash Flood,81.4,0.0,0.76,10.1,2345
NOAA20002203306,2000,LA,22033,East Baton Rouge,Flash Flood,82.3,0.0,3.16,10.5,133649
NOAA20002203307,2000,LA,22033,East Baton Rouge,Thunderstorm Wind,86.9,0.0,0.0,2.1,11605
NOAA20002203308,2000,LA,22033,East Baton Rouge,Thunderstorm Wind,89.2,0.0,0.0,4.7,89344
NOAA20002203309,2000,LA,22033,East Baton Rouge,Flash Flood,99.2,0.0,3.33,1.7,301112
NOAA20002203310,2000,LA,22033,East Baton Rouge,Hurricane (Typhoon),51.6,0.0,2.55,10.0,86325
NOAA20002203311,2000,LA,22033,East Baton Rouge,Flash Flood,96.4,0.0,2.68,0.9,14802
NOAA20002203312,2000,LA,22033,East Baton Rouge,Flash Flood,93.7,0.0,1.36,9.0,227578
NOAA20002203313,2000,LA,22033,East Baton Rouge,Hurricane (Typhoon),97.7,0.0,2.26,8.0,291801
NOAA20002203314,2000,LA,22033,East Baton Rouge,Flash Flood,52.9,0.0,3.25,5.6,1646726
NOAA20002207100,2000,LA,22071,Orleans,Flash Flood,108.4,0.0,3.74,11.6,18649
NOAA20002207101,2000,LA,22071,Orleans,Hurricane (Typhoon),91.9,0.0,3.4,9.5,25118
NOAA20002207102,2000,LA,22071,Orleans,Hurricane (Typhoon),104.4,0.0,4.95,6.9,135141
NOAA20002207103,2000,LA,22071,Orleans,Thunderstorm Wind,90.2,0.0,0.0,10.9,19455
NOAA20002207104,2000,LA,22071,Orleans,Flash Flood,104.0,0.0,3.62,10.5,15960
NOAA20002207105,2000,LA,22071,Orleans,Thunderstorm Wind,86.7,0.0,0.0,7.3,11499
NOAA20002207106,2000,LA,22071,Orleans,Thunderstorm Wind,94.4,0.0,0.0,9.4,48666
NOAA20002207107,2000,LA,22071,Orleans,Hurricane (Typhoon),74.5,0.0,3.7,8.9,439046
NOAA20002608100,2000,MI,26081,Kent,Flash Flood,3.2,0.0,0.94,1.2,1488
NOAA20002608101,2000,MI,26081,Kent,Winter Storm,70.1,0.0,0.0,5.6,117834
NOAA20002608102,2000,MI,26081,Kent,Thunderstorm Wind,65.8,0.0,0.0,1.3,9310
NOAA20002608103,2000,MI,26081,Kent,Winter Storm,43.8,0.0,0.0,7.4,9323
NOAA20002608104,2000,MI,26081,Kent,Flash Flood,30.9,0.0,1.41,10.3,59283
NOAA20002608105,2000,MI,26081,Kent,Winter Storm,64.3,0.0,0.0,10.5,8881
NOAA20002608106,2000,MI,26081,Kent,Flash Flood,37.5,0.0,1.15,5.3,4379
NOAA20002608107,2000,MI,26081,Kent,Winter Storm,46.6,0.0,0.0,8.4,21980
NOAA20002608108,2000,MI,26081,Kent,Thunderstorm Wind,92.6,0.0,0.0,1.6,196740
NOAA20002608109,2000,MI,26081,Kent,Winter Storm,70.3,0.0,0.0,8.2,8222
NOAA20002608110,2000,MI,26081,Kent,Flash Flood,41.8,0.0,1.26,11.6,28748
NOAA20002608111,2000,MI,26081,Kent,Winter Storm,26.8,0.0,0.0,6.3,3395
NOAA20002700300,2000,MN,27003,Anoka,Tornado,51.3,0.51,0.0,7.1,49348
NOAA20002700301,2000,MN,27003,Anoka,Thunderstorm Wind,87.6,0.0,0.0,7.5,126421
NOAA20002700302,2000,MN,27003,Anoka,Thunderstorm Wind,76.9,0.0,0.0,4.1,222530
NOAA20002700303,2000,MN,27003,Anoka,Hail,90.4,2.09,0.0,11.7,7546
NOAA20002700304,2000,MN,27003,Anoka,Hail,77.5,0.72,0.0,4.8,299254
NOAA20002700305,2000,MN,27003,Anoka,Tornado,72.9,0.18,0.0,2.3,7761
NOAA20002700306,2000,MN,27003,Anoka,Hail,43.8,0.55,0.0,3.6,39596
NOAA20002700307,2000,MN,27003,Anoka,Hail,66.7,1.89,0.0,7.3,36133
NOAA20002700308,2000,MN,27003,Anoka,Thunderstorm Wind,82.4,0.0,0.0,5.0,50627
NOAA20002705300,2000,MN,27053,Hennepin,Thunderstorm Wind,73.8,0.0,0.0,9.3,22548
NOAA20002705301,2000,MN,27053,Hennepin,Hail,61.8,0.63,0.0,4.9,71504
NOAA20002705302,2000,MN,27053,Hennepin,Tornado,64.4,0.78,0.0,10.4,46411
NOAA20002705303,2000,MN,27053,Hennepin,Tornado,52.5,0.62,0.0,5.2,144662
NOAA20002705304,2000,MN,27053,Hennepin,Tornado,68.8,0.88,0.0,10.2,9514
NOAA20002705305,2000,MN,27053,Hennepin,Tornado,94.0,1.58,0.0,9.1,3508
NOAA20002705306,2000,MN,27053,Hennepin,Thunderstorm Wind,53.2,0.0,0.0,6.4,96090
NOAA20002804900,2000,MS,28049,Hinds,Tornado,105.0,0.88,0.0,2.2,17493
NOAA20002804901,2000,MS,28049,Hinds,Thunderstorm Wind,55.7,0.0,0.0,8.0,26509
NOAA20002804902,2000,MS,28049,Hinds,Tornado,61.8,0,0.0,7.0,64881
NOAA20002804903,2000,MS,28049,Hinds,Tornado,92.9,0.84,0.0,5.9,175278
NOAA20002804904,2000,MS,28049,Hinds,Tornado,97.7,1.77,0.0,4.1,43982
NOAA20002804905,2000,MS,28049,Hinds,Hail,87.4,2.16,0.0,10.3,70644
NOAA20002804906,2000,MS,28049,Hinds,Hail,96.7,0,0.0,9.0,57985
NOAA20002909500,2000,MO,29095,Jackson,Tornado,67.8,1.55,0.0,1.2,10970
NOAA20002909501,2000,MO,29095,Jackson,Tornado,74.9,1.37,0.0,8.6,53430
NOAA20002909502,2000,MO,29095,Jackson,Hail,54.4,2.17,0.0,8.3,16369
NOAA20002909503,2000,MO,29095,Jackson,Tornado,71.6,1.06,0.0,8.8,1118007
NOAA20003105500,2000,NE,31055,Douglas,Tornado,64.4,1.11,0.0,4.1,83330
NOAA20003105501,2000,NE,31055,Douglas,Thunderstorm Wind,41.6,0.0,0.0,7.3,76780
NOAA20003105502,2000,NE,31055,Douglas,Hail,66.0,1.38,0.0,2.0,33592
NOAA20003105503,2000,NE,31055,Douglas,Hail,81.3,2.18,0.0,11.4,39191
NOAA20003105504,2000,NE,31055,Douglas,Thunderstorm Wind,84.5,0.0,0.0,9.6,43728
NOAA20003105505,2000,NE,31055,Douglas,Tornado,88.5,1.92,0.0,4.4,83159
NOAA20003105506,2000,NE,31055,Douglas,Hail,72.7,2.01,0.0,8.5,508369
NOAA20003105507,2000,NE,31055,Douglas,Tornado,85.4,1.23,0.0,8.3,16151
NOAA20003105508,2000,NE,31055,Douglas,Hail,83.1,1.82,0.0,3.2,5863
NOAA20003200300,2000,NV,32003,Clark,Winter Storm,57.9,0.0,0.0,3.7,17304
NOAA20003200301,2000,NV,32003,Clark,Thunderstorm Wind,36.0,0.0,0.0,9.9,36972
NOAA20003401300,2000,NJ,34013,Essex,Flash Flood,70.8,0.0,0.45,10.2,97307
NOAA20003401301,2000,NJ,34013,Essex,Thunderstorm Wind,42.2,0.0,0.0,3.6,1910
NOAA20003401302,2000,NJ,34013,Essex,Thunderstorm Wind,60.2,0.0,0.0,11.2,22516
NOAA20003401303,2000,NJ,34013,Essex,Flash Flood,10.8,0.0,1.03,4.8,39691
NOAA20003401304,2000,NJ,34013,Essex,Thunderstorm Wind,102.9,0.0,0.0,2.1,3909
NOAA20003401305,2000,NJ,34013,Essex,Winter Storm,59.8,0.0,0.0,5.9,372487
NOAA20003401306,2000,NJ,34013,Essex,Thunderstorm Wind,18.5,0.0,0.0,3.4,42645
NOAA20003602900,2000,NY,36029,Erie,Thunderstorm Wind,28.2,0.0,0.0,9.4,7622
NOAA20003602901,2000,NY,36029,Erie,Thunderstorm Wind,22.0,0.0,0.0,5.8,13468
NOAA20003602902,2000,NY,36029,Erie,Winter Storm,65.4,0.0,0.0,7.1,61693
NOAA20003602903,2000,NY,36029,Erie,Thunderstorm Wind,40.0,0.0,0.0,5.3,28956
NOAA20003602904,2000,NY,36029,Erie,Flash Flood,41.2,0.0,1.39,6.3,13459
NOAA20003602905,2000,NY,36029,Erie,Winter Storm,59.1,0.0,0.0,4.9,10526
NOAA20003602906,2000,NY,36029,Erie,Flash Flood,54.0,0.0,0,8.9,85742
NOAA20003605900,2000,NY,36059,Nassau,Thunderstorm Wind,35.9,0.0,0.0,4.6,7078
NOAA20003605901,2000,NY,36059,Nassau,Winter Storm,24.9,0.0,0.0,7.8,35521
NOAA20003605902,2000,NY,36059,Nassau,Flash Flood,58.1,0.0,1.42,10.7,16756
NOAA20003605903,2000,NY,36059,Nassau,Flash Flood,82.4,0.0,2.0,3.4,78497
NOAA20003605904,2000,NY,36059,Nassau,Flash Flood,50.5,0.0,1.16,8.0,2464
NOAA20003605905,2000,NY,36059,Nassau,Flash Flood,47.7,0.0,2.01,10.8,23481
NOAA20003605906,2000,NY,36059,Nassau,Winter Storm,33.0,0.0,0.0,3.6,3707
NOAA20003610300,2000,NY,36103,Suffolk,Thunderstorm Wind,79.8,0.0,0.0,6.8,26743
NOAA20003711900,2000,NC,37119,Mecklenburg,Tornado,54.9,0.83,0.0,5.6,18429
NOAA20003711901,2000,NC,37119,Mecklenburg,Hail,57.4,0.42,0.0,7.9,51955
NOAA20003711902,2000,NC,37119,Mecklenburg,Tornado,55.3,1.19,0.0,11.5,4244
NOAA20003711903,2000,NC,37119,Mecklenburg,Hail,42.2,1.12,0.0,9.5,13509
NOAA20003711904,2000,NC,37119,Mecklenburg,Tornado,69.5,1.24,0.0,5.7,21551
NOAA20003711905,2000,NC,37119,Mecklenburg,Thunderstorm Wind,70.1,0.0,0.0,7.1,38765
NOAA20003903500,2000,OH,39035,Cuyahoga,Thunderstorm Wind,39.0,0.0,0.0,0.8,5105
NOAA20003903501,2000,OH,39035,Cuyahoga,Winter Storm,73.0,0.0,0.0,8.6,8031
NOAA20003903502,2000,OH,39035,Cuyahoga,Winter Storm,71.0,0.0,0.0,11.0,34774
NOAA20003903503,2000,OH,39035,Cuyahoga,Thunderstorm Wind,13.2,0.0,0.0,5.6,18773
NOAA20003903504,2000,OH,39035,Cuyahoga,Flash Flood,61.4,0.0,0.35,3.8,18830
NOAA20003903505,2000,OH,39035,Cuyahoga,Winter Storm,28.0,0.0,0.0,11.2,55319
NOAA20003904900,2000,OH,39049,Franklin,Thunderstorm Wind,64.5,0.0,0.0,9.6,11049
NOAA20003904901,2000,OH,39049,Franklin,Hail,48.7,0.91,0.0,9.7,32025
NOAA20003904902,2000,OH,39049,Franklin,Thunderstorm Wind,81.6,0.0,0.0,8.7,37869
NOAA20003904903,2000,OH,39049,Franklin,Hail,72.3,1.2,0.0,11.7,61585
NOAA20003904904,2000,OH,39049,Franklin,Tornado,58.7,0.79,0.0,10.0,37921
NOAA20003904905,2000,OH,39049,Franklin,Thunderstorm Wind,64.0,0.0,0.0,5.5,12835
NOAA20004010900,2000,OK,40109,Oklahoma,Tornado,101.7,2.52,0.0,6.5,31382
NOAA20004010901,2000,OK,40109,Oklahoma,Thunderstorm Wind,131.2,0.0,0.0,7.8,73937
NOAA20004010902,2000,OK,40109,Oklahoma,Hail,82.0,2.12,0.0,7.9,64345
NOAA20004010903,2000,OK,40109,Oklahoma,Thunderstorm Wind,72.4,0.0,0.0,7.5,182170
NOAA20004010904,2000,OK,40109,Oklahoma,Thunderstorm Wind,63.9,0.0,0.0,1.4,17292
NOAA20004010905,2000,OK,40109,Oklahoma,Tornado,65.8,2.73,0.0,6.2,47560
