event_id,year,state,county_fips,county_name,event_type,wind_speed_mph,hail_size_inches,flood_depth_feet,storm_duration_hours,property_damage_usd
NOAA20002705305,2000,MN,27053,Hennepin,Tornado,94.0,1.58,0.0,9.1,3508
NOAA20002909501,2000,MO,29095,Jackson,Tornado,74.9,1.37,0.0,8.6,53430
NOAA20002909502,2000,MO,29095,Jackson,Hail,54.4,2.17,0.0,8.3,16369
NOAA20002804906,2000,MS,28049,Hinds,Hail,96.7,0.0,0.0,9.0,57985
NOAA20003711902,2000,NC,37119,Mecklenburg,Tornado,55.3,1.19,0.0,11.5,4244
NOAA20003711904,2000,NC,37119,Mecklenburg,Tornado,69.5,1.24,0.0,5.7,21551
NOAA20003105503,2000,NE,31055,Douglas,Hail,81.3,2.18,0.0,11.4,39191
NOAA20003401300,2000,NJ,34013,Essex,Flash Flood,70.8,0.0,0.45,10.2,97307
NOAA20003200300,2000,NV,32003,Clark,Winter Storm,57.9,0.0,0.0,3.7,17304
NOAA20003602906,2000,NY,36029,Erie,Flash Flood,54.0,0.0,0.0,8.9,85742
NOAA20003605906,2000,NY,36059,Nassau,Winter Storm,33.0,0.0,0.0,3.6,3707
NOAA20003903503,2000,OH,39035,Cuyahoga,Thunderstorm Wind,13.2,0.0,0.0,5.6,18773
NOAA20004010905,2000,OK,40109,Oklahoma,Tornado,65.8,2.73,0.0,6.2,47560
NOAA20004014304,2000,OK,40143,Tulsa,Tornado,82.4,1.87,0.0,0.6,19181
NOAA20004105101,2000,OR,41051,Multnomah,Flash Flood,40.2,0.0,0.0,5.9,279116
NOAA20004105102,2000,OR,41051,Multnomah,Winter Storm,37.7,0.0,0.0,2.1,7720
NOAA20004105104,2000,OR,41051,Multnomah,Winter Storm,40.4,0.0,0.0,4.6,150212
NOAA20004210103,2000,PA,42101,Philadelphia,Winter Storm,49.4,0.0,0.0,4.9,13480
NOAA20004504500,2000,SC,45045,Greenville,Tornado,66.9,1.76,0.0,3.6,98226
NOAA20004715708,2000,TN,47157,Shelby,Tornado,54.0,0.84,0.0,9.4,63735
NOAA20004811302,2000,TX,48113,Dallas,Tornado,97.4,1.56,0.0,0.7,63403
NOAA20004811308,2000,TX,48113,Dallas,Hail,69.0,2.61,0.0,3.0,31329
NOAA20004903503,2000,UT,49035,Salt Lake,Winter Storm,49.7,0.0,0.0,0.6,11127
NOAA20005105901,2000,VA,51059,Fairfax,Flash Flood,64.0,0.0,0.92,11.4,12888
NOAA20005303306,2000,WA,53033,King,Winter Storm,30.2,0.0,0.0,7.3,15122
NOAA20005507900,2000,WI,55079,Milwaukee,Flash Flood,53.3,0.0,0.8,10.1,55137
NOAA20005507903,2000,WI,55079,Milwaukee,Thunderstorm Wind,78.7,0.0,0.0,6.4,46165
NOAA20010109702,2001,AL,1097,Mobile,Thunderstorm Wind,97.3,0.0,0.0,7.0,106281
NOAA20010109704,2001,AL,1097,Mobile,Flash Flood,118.8,0.0,1.75,1.8,12669
NOAA20010511902,2001,AR,5119,Pulaski,Thunderstorm Wind,103.2,0.0,0.0,1.6,775167
NOAA20010401303,2001,AZ,4013,Maricopa,Thunderstorm Wind,37.5,0.0,0.0,6.1,23316
NOAA20010607301,2001,CA,6073,San Diego,Flash Flood,56.2,0.0,0.0,5.4,14819
NOAA20010803100,2001,CO,8031,Denver,Thunderstorm Wind,38.5,0.0,0.0,9.5,253514
NOAA20011208600,2001,FL,12086,Miami-Dade,Thunderstorm Wind,119.7,0.0,0.0,1.0,160908
NOAA20011208605,2001,FL,12086,Miami-Dade,Flash Flood,146.5,0.0,2.77,0.6,17835
NOAA20011308908,2001,GA,13089,DeKalb,Thunderstorm Wind,101.5,0.0,0.0,4.3,8849
NOAA20011915302,2001,IA,19153,Polk,Hail,88.3,1.24,0.0,5.6,17755
NOAA20011703104,2001,IL,17031,Cook,Flash Flood,0.0,0.0,0.02,4.2,1
NOAA20011809700,2001,IN,18097,Marion,Tornado,71.4,0.0,0.0,11.6,9512
NOAA20011809704,2001,IN,18097,Marion,Hail,108.3,1.18,0.0,6.2,31241
NOAA20012009102,2001,KS,20091,Johnson,Tornado,55.1,0.11,0.0,7.7,69604
NOAA20012017303,2001,KS,20173,Sedgwick,Thunderstorm Wind,53.4,0.0,0.0,8.4,4556
NOAA20012203307,2001,LA,22033,East Baton Rouge,Flash Flood,91.2,0.0,1.3,3.8,34499
NOAA20012608101,2001,MI,26081,Kent,Winter Storm,45.6,0.0,0.0,9.3,108097
NOAA20012700305,2001,MN,27003,Anoka,Tornado,107.9,0.1,0.0,2.1,134055
NOAA20012705306,2001,MN,27053,Hennepin,Tornado,64.5,0.92,0.0,10.6,10946
NOAA20012909501,2001,MO,29095,Jackson,Hail,66.9,2.03,0.0,7.7,73962
NOAA20012909504,2001,MO,29095,Jackson,Thunderstorm Wind,111.1,0.0,0.0,6.1,71514
NOAA20012804904,2001,MS,28049,Hinds,Thunderstorm Wind,101.9,0.0,0.0,2.9,193032
NOAA20012804908,2001,MS,28049,Hinds,Thunderstorm Wind,80.1,0.0,0.0,10.3,16442
NOAA20013711903,2001,NC,37119,Mecklenburg,Tornado,33.8,0.88,0.0,8.8,5379
NOAA20013105504,2001,NE,31055,Douglas,Hail,92.3,2.5,0.0,10.8,58386
NOAA20013105506,2001,NE,31055,Douglas,Thunderstorm Wind,96.1,0.0,0.0,3.3,9696
NOAA20013401304,2001,NJ,34013,Essex,Winter Storm,72.4,0.0,0.0,3.6,32363
NOAA20013200302,2001,NV,32003,Clark,Thunderstorm Wind,64.8,0.0,0.0,10.2,7322
NOAA20013610300,2001,NY,36103,Suffolk,Thunderstorm Wind,52.4,0.0,0.0,11.8,40774
NOAA20013903500,2001,OH,39035,Cuyahoga,Thunderstorm Wind,62.2,0.0,0.0,4.5,324275
NOAA20013903501,2001,OH,39035,Cuyahoga,Flash Flood,42.5,0.0,1.05,9.2,6587
NOAA20014014300,2001,OK,40143,Tulsa,Hail,83.4,2.7,0.0,8.3,21407
NOAA20014105107,2001,OR,41051,Multnomah,Winter Storm,60.4,0.0,0.0,8.7,10880
NOAA20014210100,2001,PA,42101,Philadelphia,Flash Flood,21.7,0.0,0.29,7.3,18151
NOAA20014210107,2001,PA,42101,Philadelphia,Flash Flood,54.5,0.0,1.22,2.5,215078
NOAA20014504502,2001,SC,45045,Greenville,Hail,75.5,0.44,0.0,7.3,303366
NOAA20014504506,2001,SC,45045,Greenville,Thunderstorm Wind,68.9,0.0,0.0,2.3,52330
NOAA20014504508,2001,SC,45045,Greenville,Hail,49.0,0.76,0.0,2.6,31010
NOAA20014703702,2001,TN,47037,Davidson,Thunderstorm Wind,82.2,0.0,0.0,7.4,13006
NOAA20014802902,2001,TX,48029,Bexar,Tornado,64.0,1.95,0.0,3.1,8372
NOAA20014814101,2001,TX,48141,El Paso,Thunderstorm Wind,20.6,0.0,0.0,6.9,25649
NOAA20014814108,2001,TX,48141,El Paso,Thunderstorm Wind,7.9,0.0,0.0,11.8,2047
NOAA20014814109,2001,TX,48141,El Paso,Winter Storm,12.9,0.0,0.0,10.7,4576
NOAA20014843900,2001,TX,48439,Tarrant,Tornado,92.1,2.65,0.0,2.5,10400
NOAA20014843901,2001,TX,48439,Tarrant,Thunderstorm Wind,93.1,0.0,0.0,10.4,27588
NOAA20014903501,2001,UT,49035,Salt Lake,Thunderstorm Wind,24.5,0.0,0.0,6.4,60463
NOAA20015105902,2001,VA,51059,Fairfax,Thunderstorm Wind,59.6,0.0,0.0,3.2,7203
NOAA20015303309,2001,WA,53033,King,Thunderstorm Wind,24.7,0.0,0.0,6.9,19489
NOAA20015303312,2001,WA,53033,King,Winter Storm,17.0,0.0,0.0,6.8,4294
NOAA20015507901,2001,WI,55079,Milwaukee,Flash Flood,78.5,0.0,0.26,6.5,11919
NOAA20020107302,2002,AL,1073,Jefferson,Thunderstorm Wind,97.0,0.0,0.0,7.1,390656
NOAA20020109704,2002,AL,1097,Mobile,Thunderstorm Wind,101.9,0.0,0.0,3.4,19564
NOAA20020511902,2002,AR,5119,Pulaski,Hail,38.3,0.0,0.0,5.6,43411
NOAA20020511904,2002,AR,5119,Pulaski,Tornado,113.8,0.68,0.0,9.9,13278
NOAA20020511909,2002,AR,5119,Pulaski,Hail,59.0,0.07,0.0,4.6,9425
NOAA20020401300,2002,AZ,4013,Maricopa,Flash Flood,57.7,0.0,0.0,1.1,63266
NOAA20020603707,2002,CA,6037,Los Angeles,Wildfire,30.1,0.0,0.0,2.9,2971
NOAA20020607304,2002,CA,6073,San Diego,Thunderstorm Wind,23.3,0.0,0.0,2.0,21450
NOAA20020803101,2002,CO,8031,Denver,Thunderstorm Wind,83.4,0.0,0.0,6.2,16535
NOAA20020804106,2002,CO,8041,El Paso,Hail,65.2,2.77,0.0,9.3,8579
NOAA20021209500,2002,FL,12095,Orange,Flash Flood,101.6,0.0,1.95,7.5,68081
NOAA20021308900,2002,GA,13089,DeKalb,Hail,81.1,0.38,0.0,0.6,72485
NOAA20021308905,2002,GA,13089,DeKalb,Hail,95.2,1.25,0.0,10.2,28017
NOAA20021915302,2002,IA,19153,Polk,Hail,74.3,1.23,0.0,1.2,18912
NOAA20021716706,2002,IL,17167,Sangamon,Tornado,62.0,1.23,0.0,6.7,35637
NOAA20021809711,2002,IN,18097,Marion,Hail,59.5,1.82,0.0,9.9,70888
NOAA20022009103,2002,KS,20091,Johnson,Hail,97.6,2.66,0.0,10.2,29790
NOAA20022207106,2002,LA,22071,Orleans,Hurricane (Typhoon),75.7,0.0,3.71,9.7,18243
NOAA20022608105,2002,MI,26081,Kent,Flash Flood,69.5,0.0,0.0,6.4,205668
NOAA20022700301,2002,MN,27003,Anoka,Hail,88.4,1.84,0.0,9.3,63958
NOAA20022700302,2002,MN,27003,Anoka,Thunderstorm Wind,76.9,0.0,0.0,11.6,61639
NOAA20022909506,2002,MO,29095,Jackson,Tornado,59.7,1.51,0.0,7.7,11692
NOAA20022909508,2002,MO,29095,Jackson,Thunderstorm Wind,65.0,0.0,0.0,9.8,31388
NOAA20022909509,2002,MO,29095,Jackson,Thunderstorm Wind,87.0,0.0,0.0,8.8,57737
NOAA20022804901,2002,MS,28049,Hinds,Tornado,75.3,0.64,0.0,11.7,45133
NOAA20023711906,2002,NC,37119,Mecklenburg,Hail,76.0,0.61,0.0,2.5,31725
NOAA20023105501,2002,NE,31055,Douglas,Thunderstorm Wind,87.2,0.0,0.0,4.8,14702
NOAA20023401307,2002,NJ,34013,Essex,Winter Storm,62.8,0.0,0.0,4.7,100462
NOAA20023200303,2002,NV,32003,Clark,Thunderstorm Wind,12.5,0.0,0.0,8.5,4887
NOAA20023200308,2002,NV,32003,Clark,Winter Storm,36.8,0.0,0.0,5.4,28146
NOAA20023610302,2002,NY,36103,Suffolk,Thunderstorm Wind,47.8,0.0,0.0,7.2,27563
NOAA20023903501,2002,OH,39035,Cuyahoga,Flash Flood,84.8,0.0,0.97,6.9,39245
NOAA20023904902,2002,OH,39049,Franklin,Hail,101.4,0.12,0.0,1.1,15456
NOAA20024010900,2002,OK,40109,Oklahoma,Tornado,108.0,2.13,0.0,10.2,126007
NOAA20024014301,2002,OK,40143,Tulsa,Thunderstorm Wind,82.1,0.0,0.0,6.3,129667
NOAA20024105101,2002,OR,41051,Multnomah,Winter Storm,60.3,0.0,0.0,9.3,66506
NOAA20024105106,2002,OR,41051,Multnomah,Thunderstorm Wind,36.0,0.0,0.0,9.2,35914
NOAA20024210100,2002,PA,42101,Philadelphia,Flash Flood,50.5,0.0,0.22,3.5,2546
NOAA20024210103,2002,PA,42101,Philadelphia,Winter Storm,59.5,0.0,0.0,4.1,11304
NOAA20024504507,2002,SC,45045,Greenville,Hail,55.6,0.59,0.0,7.1,56279
NOAA20024703700,2002,TN,47037,Davidson,Hail,72.7,1.65,0.0,7.1,193149
NOAA20024703703,2002,TN,47037,Davidson,Hail,76.1,0.43,0.0,2.8,22256
NOAA20024802909,2002,TX,48029,Bexar,Thunderstorm Wind,81.6,0.0,0.0,8.7,373736
NOAA20024820101,2002,TX,48201,Harris,Hurricane (Typhoon),92.7,0.0,2.05,0.6,15187
NOAA20024903507,2002,UT,49035,Salt Lake,Thunderstorm Wind,60.0,0.0,0.0,3.8,134848
NOAA20024903509,2002,UT,49035,Salt Lake,Flash Flood,64.0,0.0,0.0,4.6,8595
NOAA20024903511,2002,UT,49035,Salt Lake,Flash Flood,45.8,0.0,0.53,5.5,19539
NOAA20025105901,2002,VA,51059,Fairfax,Thunderstorm Wind,48.5,0.0,0.0,10.9,22972
NOAA20025303300,2002,WA,53033,King,Flash Flood,20.8,0.0,0.0,9.3,7274
NOAA20025507902,2002,WI,55079,Milwaukee,Flash Flood,56.2,0.0,0.18,2.1,46196
NOAA20030107306,2003,AL,1073,Jefferson,Tornado,105.0,1.38,0.0,3.9,427697
NOAA20030109707,2003,AL,1097,Mobile,Thunderstorm Wind,113.4,0.0,0.0,10.0,449929
NOAA20030511907,2003,AR,5119,Pulaski,Tornado,50.2,0.95,0.0,4.8,43350
NOAA20030401306,2003,AZ,4013,Maricopa,Winter Storm,56.6,0.0,0.0,6.9,5913
NOAA20030607306,2003,CA,6073,San Diego,Winter Storm,44.7,0.0,0.0,8.1,17537
NOAA20030804102,2003,CO,8041,El Paso,Hail,66.3,3.38,0.0,8.3,3366
NOAA20031205701,2003,FL,12057,Hillsborough,Thunderstorm Wind,99.8,0.0,0.0,1.3,65302
NOAA20031208604,2003,FL,12086,Miami-Dade,Flash Flood,100.3,0.0,2.93,6.8,106984
NOAA20031209506,2003,FL,12095,Orange,Hurricane (Typhoon),115.3,0.0,0.64,10.2,21447
NOAA20031308906,2003,GA,13089,DeKalb,Tornado,81.1,0.69,0.0,8.5,215427
NOAA20031915302,2003,IA,19153,Polk,Hail,83.0,1.42,0.0,2.6,8849
NOAA20031915306,2003,IA,19153,Polk,Thunderstorm Wind,45.2,0.0,0.0,12.0,166484
NOAA20031716700,2003,IL,17167,Sangamon,Thunderstorm Wind,93.6,0.0,0.0,4.4,53649
NOAA20031809700,2003,IN,18097,Marion,Thunderstorm Wind,62.1,0.0,0.0,10.3,16183
NOAA20032009101,2003,KS,20091,Johnson,Tornado,67.4,1.96,0.0,0.8,13110
NOAA20032017305,2003,KS,20173,Sedgwick,Thunderstorm Wind,76.5,0.0,0.0,5.7,159854
NOAA20032203306,2003,LA,22033,East Baton Rouge,Thunderstorm Wind,75.4,0.0,0.0,0.6,9147
NOAA20032608105,2003,MI,26081,Kent,Winter Storm,49.0,0.0,0.0,8.6,45025
NOAA20032700308,2003,MN,27003,Anoka,Thunderstorm Wind,29.9,0.0,0.0,5.4,20437
NOAA20032705306,2003,MN,27053,Hennepin,Hail,75.8,0.52,0.0,5.2,21957
NOAA20032909509,2003,MO,29095,Jackson,Tornado,65.2,1.83,0.0,10.7,24999
NOAA20032804900,2003,MS,28049,Hinds,Tornado,92.1,1.53,0.0,7.2,68642
NOAA20032804904,2003,MS,28049,Hinds,Hail,80.4,0.11,0.0,11.1,84113
NOAA20033711907,2003,NC,37119,Mecklenburg,Tornado,63.5,0.4,0.0,11.0,34047
NOAA20033105504,2003,NE,31055,Douglas,Thunderstorm Wind,64.5,0.0,0.0,7.5,7149
NOAA20033401301,2003,NJ,34013,Essex,Flash Flood,15.6,0.0,2.0,8.8,34071
NOAA20033200306,2003,NV,32003,Clark,Thunderstorm Wind,26.5,0.0,0.0,8.2,142425
NOAA20033610303,2003,NY,36103,Suffolk,Thunderstorm Wind,77.2,0.0,0.0,1.6,82532
NOAA20033610305,2003,NY,36103,Suffolk,Winter Storm,43.8,0.0,0.0,7.4,1553
NOAA20033610307,2003,NY,36103,Suffolk,Flash Flood,55.9,0.0,1.06,4.7,26138
NOAA20033903502,2003,OH,39035,Cuyahoga,Winter Storm,56.9,0.0,0.0,2.8,40986
NOAA20033903503,2003,OH,39035,Cuyahoga,Winter Storm,48.2,0.0,0.0,4.8,146427
NOAA20034010901,2003,OK,40109,Oklahoma,Tornado,111.7,2.43,0.0,6.6,82961
NOAA20034010902,2003,OK,40109,Oklahoma,Hail,119.5,2.2,0.0,10.6,63601
NOAA20034105100,2003,OR,41051,Multnomah,Winter Storm,36.0,0.0,0.0,9.3,87188
NOAA20034210104,2003,PA,42101,Philadelphia,Flash Flood,61.8,0.0,0.01,3.1,26275
NOAA20034504507,2003,SC,45045,Greenville,Hail,75.6,0.9,0.0,8.6,43027
NOAA20034715705,2003,TN,47157,Shelby,Thunderstorm Wind,63.6,0.0,0.0,11.5,10198
NOAA20034802904,2003,TX,48029,Bexar,Hail,101.1,2.24,0.0,3.7,13650
NOAA20034802907,2003,TX,48029,Bexar,Tornado,82.4,1.46,0.0,1.7,65983
NOAA20034811303,2003,TX,48113,Dallas,Tornado,82.6,2.45,0.0,4.7,24104
NOAA20034811306,2003,TX,48113,Dallas,Hail,61.0,2.72,0.0,11.6,59871
NOAA20034843905,2003,TX,48439,Tarrant,Tornado,91.8,2.63,0.0,10.2,202813
NOAA20034903500,2003,UT,49035,Salt Lake,Flash Flood,52.1,0.0,0.0,5.9,38777
NOAA20034903504,2003,UT,49035,Salt Lake,Thunderstorm Wind,76.2,0.0,0.0,1.2,95849
NOAA20035105900,2003,VA,51059,Fairfax,Winter Storm,59.6,0.0,0.0,1.4,73417
NOAA20035105904,2003,VA,51059,Fairfax,Flash Flood,89.1,0.0,0.0,7.8,87785
NOAA20035303305,2003,WA,53033,King,Thunderstorm Wind,23.6,0.0,0.0,2.9,42066
NOAA20035507900,2003,WI,55079,Milwaukee,Winter Storm,14.1,0.0,0.0,5.0,15483
NOAA20035507901,2003,WI,55079,Milwaukee,Flash Flood,73.5,0.0,0.0,1.6,128353
NOAA20040107303,2004,AL,1073,Jefferson,Thunderstorm Wind,72.9,0.0,0.0,0.8,25073
NOAA20040109700,2004,AL,1097,Mobile,Flash Flood,105.0,0.0,1.73,0.6,11382
NOAA20040109706,2004,AL,1097,Mobile,Flash Flood,113.5,0.0,1.92,2.8,705819
NOAA20040511900,2004,AR,5119,Pulaski,Tornado,97.0,0.98,0.0,7.1,14008
NOAA20040511908,2004,AR,5119,Pulaski,Thunderstorm Wind,117.8,0.0,0.0,3.5,113924
NOAA20040401300,2004,AZ,4013,Maricopa,Thunderstorm Wind,18.2,0.0,0.0,11.5,3845
NOAA20040401307,2004,AZ,4013,Maricopa,Winter Storm,61.1,0.0,0.0,5.4,66185
NOAA20040607301,2004,CA,6073,San Diego,Thunderstorm Wind,0.0,0.0,0.0,9.1,1
NOAA20040607302,2004,CA,6073,San Diego,Flash Flood,58.0,0.0,0.94,4.6,10852
NOAA20040803104,2004,CO,8031,Denver,Tornado,71.2,2.97,0.0,9.0,364362
NOAA20040804106,2004,CO,8041,El Paso,Tornado,34.4,2.43,0.0,2.2,13573
NOAA20041205705,2004,FL,12057,Hillsborough,Thunderstorm Wind,109.4,0.0,0.0,4.6,177872
NOAA20041208601,2004,FL,12086,Miami-Dade,Flash Flood,130.8,0.0,3.77,3.5,36205
NOAA20041209502,2004,FL,12095,Orange,Hurricane (Typhoon),159.3,0.0,1.79,1.2,364349
NOAA20041308901,2004,GA,13089,DeKalb,Thunderstorm Wind,104.6,0.0,0.0,9.8,71915
NOAA20041915306,2004,IA,19153,Polk,Thunderstorm Wind,57.1,0.0,0.0,4.3,53777
NOAA20041915307,2004,IA,19153,Polk,Tornado,85.4,1.18,0.0,9.2,39882
NOAA20041703103,2004,IL,17031,Cook,Winter Storm,65.6,0.0,0.0,6.8,30609
NOAA20041809705,2004,IN,18097,Marion,Thunderstorm Wind,72.1,0.0,0.0,4.4,97601
NOAA20042017301,2004,KS,20173,Sedgwick,Tornado,89.4,2.02,0.0,5.5,31888
NOAA20042203300,2004,LA,22033,East Baton Rouge,Thunderstorm Wind,96.1,0.0,0.0,10.2,51132
NOAA20042608105,2004,MI,26081,Kent,Flash Flood,46.0,0.0,0.3,8.7,11792
NOAA20042705300,2004,MN,27053,Hennepin,Hail,98.3,1.13,0.0,11.7,100588
NOAA20042705306,2004,MN,27053,Hennepin,Tornado,42.8,0.89,0.0,1.7,3495
NOAA20042705307,2004,MN,27053,Hennepin,Tornado,44.9,2.26,0.0,4.6,14259
NOAA20042909509,2004,MO,29095,Jackson,Thunderstorm Wind,97.6,0.0,0.0,11.9,83716
NOAA20042804900,2004,MS,28049,Hinds,Tornado,80.1,1.72,0.0,10.0,16955
NOAA20042804902,2004,MS,28049,Hinds,Hail,84.6,0.45,0.0,5.5,248029
NOAA20043711904,2004,NC,37119,Mecklenburg,Hail,67.2,0.38,0.0,10.1,22326
NOAA20043105507,2004,NE,31055,Douglas,Hail,67.7,2.74,0.0,1.8,30427
NOAA20043401302,2004,NJ,34013,Essex,Thunderstorm Wind,83.5,0.0,0.0,7.5,2768
NOAA20043200305,2004,NV,32003,Clark,Winter Storm,32.6,0.0,0.0,6.7,5251
NOAA20043602903,2004,NY,36029,Erie,Winter Storm,60.9,0.0,0.0,1.7,58739
NOAA20043610300,2004,NY,36103,Suffolk,Thunderstorm Wind,54.3,0.0,0.0,7.7,33439
NOAA20043904907,2004,OH,39049,Franklin,Tornado,93.6,1.06,0.0,0.7,83605
NOAA20044010901,2004,OK,40109,Oklahoma,Thunderstorm Wind,96.0,0.0,0.0,7.5,92650
NOAA20044014305,2004,OK,40143,Tulsa,Tornado,91.7,2.08,0.0,11.4,56439
NOAA20044014306,2004,OK,40143,Tulsa,Tornado,79.3,2.47,0.0,4.5,5338
NOAA20044105102,2004,OR,41051,Multnomah,Winter Storm,36.0,0.0,0.0,8.6,138395
NOAA20044210102,2004,PA,42101,Philadelphia,Flash Flood,37.4,0.0,1.04,7.1,23517
NOAA20044504502,2004,SC,45045,Greenville,Thunderstorm Wind,71.7,0.0,0.0,3.2,18321
NOAA20044504503,2004,SC,45045,Greenville,Thunderstorm Wind,81.6,0.0,0.0,2.3,67793
NOAA20044715711,2004,TN,47157,Shelby,Hail,87.5,1.73,0.0,5.8,854018
NOAA20044811300,2004,TX,48113,Dallas,Tornado,60.2,1.78,0.0,6.0,36059
NOAA20044903510,2004,UT,49035,Salt Lake,Thunderstorm Wind,20.9,0.0,0.0,3.5,62494
NOAA20044903512,2004,UT,49035,Salt Lake,Winter Storm,59.3,0.0,0.0,4.1,4339
NOAA20045105901,2004,VA,51059,Fairfax,Winter Storm,71.6,0.0,0.0,4.1,16305
NOAA20045303305,2004,WA,53033,King,Flash Flood,38.2,0.0,0.8,6.7,6082
NOAA20045507905,2004,WI,55079,Milwaukee,Thunderstorm Wind,79.3,0.0,0.0,6.1,36875
NOAA20045507906,2004,WI,55079,Milwaukee,Thunderstorm Wind,57.0,0.0,0.0,1.6,88526
NOAA20050107304,2005,AL,1073,Jefferson,Hail,80.0,2.01,0.0,8.9,107643
NOAA20050109700,2005,AL,1097,Mobile,Flash Flood,125.4,0.0,4.3,1.1,36901
NOAA20050511900,2005,AR,5119,Pulaski,Thunderstorm Wind,64.4,0.0,0.0,8.0,257212
NOAA20050511903,2005,AR,5119,Pulaski,Hail,74.2,2.5,0.0,0.7,13820
NOAA20050401310,2005,AZ,4013,Maricopa,Flash Flood,27.8,0.0,0.0,7.0,19231
NOAA20050603705,2005,CA,6037,Los Angeles,Thunderstorm Wind,42.2,0.0,0.0,5.6,16248
NOAA20050607308,2005,CA,6073,San Diego,Winter Storm,57.4,0.0,0.0,1.8,7196
NOAA20050804103,2005,CO,8041,El Paso,Thunderstorm Wind,63.0,0.0,0.0,5.4,69333
NOAA20050804108,2005,CO,8041,El Paso,Thunderstorm Wind,41.0,0.0,0.0,3.4,70330
NOAA20051205700,2005,FL,12057,Hillsborough,Flash Flood,108.9,0.0,3.1,6.7,117883
NOAA20051208600,2005,FL,12086,Miami-Dade,Flash Flood,138.3,0.0,3.44,6.9,14840
NOAA20051308900,2005,GA,13089,DeKalb,Tornado,78.2,0.75,0.0,10.0,36693
NOAA20051915306,2005,IA,19153,Polk,Tornado,105.3,1.87,0.0,5.5,98656
NOAA20051716703,2005,IL,17167,Sangamon,Thunderstorm Wind,48.9,0.0,0.0,10.2,73600
NOAA20051716705,2005,IL,17167,Sangamon,Tornado,89.7,1.75,0.0,7.7,145883
NOAA20051809708,2005,IN,18097,Marion,Tornado,123.1,0.71,0.0,5.2,339934
NOAA20052017300,2005,KS,20173,Sedgwick,Thunderstorm Wind,81.9,0.0,0.0,6.2,288401
NOAA20052017303,2005,KS,20173,Sedgwick,Hail,123.8,2.89,0.0,8.6,69890
NOAA20052207102,2005,LA,22071,Orleans,Thunderstorm Wind,111.2,0.0,0.0,7.4,85548
NOAA20052608104,2005,MI,26081,Kent,Flash Flood,64.7,0.0,1.77,9.8,8122
NOAA20052700306,2005,MN,27003,Anoka,Thunderstorm Wind,82.7,0.0,0.0,8.4,9372
NOAA20052909503,2005,MO,29095,Jackson,Thunderstorm Wind,34.6,0.0,0.0,4.7,13022
NOAA20052804903,2005,MS,28049,Hinds,Tornado,116.5,2.27,0.0,4.1,580662
NOAA20052804905,2005,MS,28049,Hinds,Hail,89.2,1.54,0.0,2.9,134104
NOAA20053711903,2005,NC,37119,Mecklenburg,Hail,73.6,0.66,0.0,3.6,7652
NOAA20053711905,2005,NC,37119,Mecklenburg,Thunderstorm Wind,60.8,0.0,0.0,6.8,64372
